Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
QDY00834.1	2.4.1.-|3.2.1.-	GH39(88-394)	GH39_e0	GH39	N	3
QDY06752.1	3.2.1.4	GH12(105-250)+CBM2(273-372)	GH12_e11+CBM2_e1	CBM2+GH12	Y(1-31)	3
QDZ63618.1	-	GT74(36-280)	GT74_e0	GT74	N	3
QEB66197.1	-	GH58(304-750)	GH58_e0	GH58	N	3
QEB79188.1	2.4.99.-	GT38(1-399)	GT38_e2	GT38	N	3
QEB83367.1	-	GH58(282-726)	GH58_e0	GH58	N	3
QEB83980.1	2.4.99.-	GT38(1-399)	GT38_e2	GT38	N	3
QEB99751.1	-	GH58(211-655)	GH58_e0	GH58	N	3
QEC14125.1	-	GH58(211-655)	GH58_e0	GH58	N	3
QEC74068.1	-	PL6_2(83-318)	PL6_e18	PL6	Y(1-50)	3
QEC74376.1	3.2.1.8|-	GH10(473-704)	CBM4_e26+CBM4_e26+GH10_e101	CBM4+GH10	N	3
QED51107.1	3.2.1.86|3.2.1.23|3.2.1.21	GH1(5-474)	GH1_e0	GH1	N	3
QEE49551.1	-	GH99(53-355)	GH99_e5	GH99	Y(1-21)	3
QEF98541.1	-	GH168(105-379)	GH168_e2	GH168	N	3
QEG38119.1	-	PL14(283-488)	PL14_e16	PL14	Y(1-22)	3
QEG61940.1	-	GT6(4-222)	GT6_e5	GT6	N	3
QEG96011.1	-	PL8(431-679)	PL8_e39	PL8	Y(1-21)	3
QEH00542.1	2.4.1.1	GT35(92-795)	GT35_e0	GT35	N	3
QEH20753.1	2.4.99.4	GT52(32-287)	GT52_e4	GT52	N	3
QEH68935.1	3.2.1.4|3.2.1.-|3.2.1.8	CBM65(206-324)+GH5_4(539-807)+CBM65(853-969)+CBM2(981-1070)+CBM2(1086-1175)	CBM65_e1+GH5_e196+CBM65_e1+CBM2_e36+CBM2_e36	CBM2+CBM65+GH5_4	Y(1-33)	3
QEI13423.1	1.14.99.54|1.14.99.56	AA10(25-227)	AA10_e28	AA10+CBM10	Y(1-23)	3
QEI13951.1	3.2.1.8|-	GH11(39-224)+CBM60(250-356)	GH11_e23+CBM60_e1	CBM60+GH11	Y(1-28)	3
QEI16937.1	3.2.1.8	CBM15(95-243)+GH10(256-596)	CBM15_e0+GH10_e75	CBM15+GH10	Y(1-20)	3
QEI16997.1	1.14.99.54|1.14.99.56	AA10(25-227)	AA10_e28	AA10+CBM10	Y(1-23)	3
QEI20515.1	3.2.1.8	CBM15(95-243)+GH10(256-596)	CBM15_e0+GH10_e75	CBM15+GH10	Y(1-20)	3
QEI32150.1	-	GH105(54-375)	GH105_e21	GH105	N	3
QEJ51662.1	2.4.1.-	GT113(11-324)	GT113_e0	GT113	N	3
QEK50406.1	-	PL38(53-326)	PL38_e3	PL38	N	3
QEK77862.1	3.2.1.20	GH122(6-332)	GH122_e1	GH122	N	3
QEL03151.1	3.2.1.23	GH147(20-824)	GH147_e0	GH147	Y(1-22)	3
QEO14431.1	-	CBM23(46-207)+GH26(316-644)	CBM23_e3+GH26_e31	CBM23+GH26	Y(1-26)	3
QEO20056.1	-	GT91(148-670)	GT91_e3	GT91	N	3
QEO21926.1	3.2.1.39	GH81(382-1059)	GH81_e0	GH81	Y(1-20)	3
QEO85751.1	-	GT9(71-289)	GT9_e119	GT9	N	3
QEQ74074.1	2.4.1.251	GT94(60-340)	GT94_e0	GT94	N	3
QES11696.1	3.2.1.176|3.2.1.-|3.2.1.4|3.2.1.91|3.2.1.151|3.2.1.8|3.2.1.14	CBM2(42-141)+GH48(341-968)	CBM2_e116+GH48_e1	CBM2+GH48	Y(1-38)	3
QES88121.1	4.2.2.23	PL4(19-550)	PL4_e11	PL4	N	3
QEW94836.1	2.4.1.211	GH112(13-728)	GH112_e0	GH112	N	3
QEX13591.1	N	GH183(81-393)	N	GH183	Y(1-32)	2
QEY17025.1	3.2.1.32	GH26(123-281)	GH26_e41+CBM31_e0+CBM31_e0+CBM31_e0	CBM31+GH26	Y(1-28)	3
QFG33577.1	-	AA10(33-207)	AA10_e43+CBM73_e19	AA10+CBM73	Y(1-33)	3
QFH07346.1	2.4.1.21	GT5(2-474)	GT5_e31	GT5	N	3
QFI37628.1	-	PL14_3(102-294)	PL14_e7	PL14	Y(1-23)	3
QFI43535.1	-	PL41(37-338)	PL41_e0	PL41	Y(1-27)	3
QFI64109.1	-	GH140(36-453)	GH140_e15	GH140	Y(1-27)	3
QFX79337.1	3.2.1.8|3.1.1.72	GH11(41-223)+CBM36(257-370)	GH11_e22+CBM36_e1	CBM36+GH11	Y(1-28)	3
QFX80605.1	3.2.1.151|3.2.1.150	GH74(92-203)+GH74(209-325)+GH74(572-705)+CBM2(788-888)	GH74_e1+GH74_e1+GH74_e1+GH74_e1+CBM2_e108	CBM2+GH74	Y(1-28)	3
QFY95154.1	-	CE7(4-290)	CE7_e27	CE7	N	3
QFZ26617.1	-	GT91(207-737)	GT91_e1	GT91	N	3
QGH71615.1	2.4.1.27	GT63(1-347)	GT63_e0	GT63	N	3
QGI61506.1	3.2.1.11|3.2.1.57	GH49(24-598)	GH49_e0	GH49	N	3
QGI65230.1	3.2.1.78	GH134(24-184)	GH134_e0	GH134	Y(1-19)	3
QGI81201.1	1.1.3.38	AA4(6-552)	AA4_e0	AA4	N	3
QGI94229.1	3.2.1.3|1.14.99.55	GH15(79-489)+CBM20(565-655)	GH15_e31+CBM20_e25	CBM20+GH15	N	3
QGJ68393.1	N	GT105(81-221)	N	GT0	N	2
QGK66460.1	2.4.1.-	GT88(8-524)	GT88_e2	GT88	N	3
QGK74688.1	3.2.1.71|3.2.1.214	GH144(35-452)	GH144_e1	GH144	Y(1-24)	3
QGL26738.1	2.4.99.-	GT73(18-257)	GT73_e2	GT73	N	3
QGN14245.1	-	GH17(274-511)	GH17_e63	GH17	N	3
QGQ94885.1	-	CBM9(657-833)+GH167(950-1649)	CBM9_e6+GH167_e1	GH167	Y(1-32)	3
QGQ99121.1	-	GH88(44-363)	GH88_e25	GH88	N	3
QGT69465.1	-	PL40(2-902)	PL40_e1	PL40	Y(1-20)	3
QGT69587.1	4.2.2.-	PL27(64-687)	PL27_e0	PL27	Y(1-27)	3
QGT72808.1	-	GH163(197-438)	GH163_e16	GH163	N	3
QGX63040.1	4.2.2.-	PL24(26-495)	PL24_e0	PL24	Y(1-22)	3
QGZ79761.1	3.5.1.-|3.2.1.-	CE4(102-271)+GH153(314-663)	CE4_e321+GH153_e1	CE4+GH153	N	3
QHA03764.1	-	GH171(47-405)	GH171_e1	GH171	N	3
QHE53653.1	2.4.1.97	GH161(1-1055)	GH161_e0	GH161	N	3
QHI67994.1	-	GH110(32-563)	GH110_e16	GH110	N	3
QHI68751.1	3.2.1.58	GH55(876-1289)	GH55_e8	GH55	N	3
QHI77444.1	2.4.1.56|2.4.1.289|2.4.99.-	GT99(3-376)+GT102(604-861)+GT103(908-1119)	GT99_e0+GT102_e8+GT103_e0	GT102+GT103+GT99	N	3
QHJ06729.1	3.2.1.31|3.2.1.185	GH137(28-369)	GH137_e0	GH137	Y(1-22)	3
QHJ59357.1	2.4.99.-	GT112(47-415)	GT112_e0	GT112	N	3
QHN08987.1	2.4.99.-	GT9(69-307)	GT9_e84	GT9	N	3
QHN21190.1	N	GH178(22-333)	N	GH0	N	2
QHN76326.1	2.4.1.260	GT22(17-387)	GT22_e9	GT22	N	3
QHN85009.1	3.1.1.-	CE13(52-400)	CE13_e0	CE13	N	3
QHN96204.1	N	GT116(297-537)	N	GT116	N	2
QHN97537.1	2.4.2.-	GT95(65-357)	GT95_e0	GT95	N	3
QHO50719.1	3.2.1.26	GH100(194-652)	GH100_e1	GH100	N	3
QHO51064.1	-	GT106(185-543)	GT106_e4	GT106	N	3
QHR01302.1	-	CBM69(38-161)	CBM69_e1	N	Y(1-35)	2
QHS54133.1	-	PL6(21-384)	PL6_e14	PL6	Y(1-19)	3
QHS72661.1	2.4.1.131|2.4.1.-	GT15(121-389)	GT15_e0	GT15	N	3
QHS76091.1	2.4.1.-	GH72(26-330)	GH72_e0	GH72	Y(1-20)	3
QHT67276.1	-	CBM67(39-224)+GH78(282-795)	CBM67_e8+GH78_e66	CBM67+GH78	Y(1-31)	3
QHV88976.1	-	CE1(34-239)	CE1_e41	CE1	N	3
QHW32936.1	-	GH136(39-530)	GH136_e34	GH136	Y(1-30)	3
QIA64863.1	-	PL15(481-604)	PL15_e5	PL15	N	3
QIC86318.1	2.4.1.56|2.4.1.289|2.4.99.-	GT99(3-376)+GT102(616-874)+GT103(920-1131)	GT99_e0+GT102_e8+GT103_e0	GT102+GT103+GT99	N	3
QIE21698.1	-	GH5_1(32-340)+CBM63(498-573)	GH5_e198+CBM63_e7	CBM63+GH5	Y(1-22)	3
QIF04821.1	N	GH177(51-406)	N	GH0	Y(1-44)	2
QIF24352.1	2.4.1.17	GT70(14-381)	GT70_e0	GT70	N	3
QIF29732.1	-	GT17(2-282)	GT17_e0	GT17	N	3
QIF38897.1	-	GT83(3-396)	GT83_e58	GT83	N	3
QIG07705.1	4.2.2.n1	GH104(6-160)	GH104_e0	N	N	2
QIG39604.1	-	GH175(195-390)	GH63_e16	GH175	N	3
QIG53524.1	-	GH136(36-424)	GH136_e16	GH136	N	3
QIG54529.1	-	CBM85(63-189)+CBM85(258-383)	CBM85_e6+CBM85_e6	CBM85	Y(1-25)	3
QIH39266.1	-	GH13_10(402-729)	CBM48_e54+GH13_e156	CBM48+GH13	Y(1-19)	3
QII38409.1	-	GT81(116-317)	GT81_e1	GT81	N	3
QIK53991.1	3.2.1.-|3.2.1.113|3.2.1.114|3.2.1.24	GH92(260-756)	GH92_e0	GH92	Y(1-28)	3
QIK82952.1	3.2.1.78	GH26(49-352)+CBM23(530-692)+CBM23(712-886)+CBM23(906-1078)	GH26_e52+CBM23_e4+CBM23_e4+CBM23_e4	CBM23+GH26	Y(1-32)	3
QIN84155.1	-	GH151(27-168)	GH151_e3	GH151	N	3
QIP13581.1	-	GH9(141-629)+CBM8(810-942)+CBM8(1130-1261)	GH9_e5+CBM8_e2+CBM8_e2	CBM8+GH9	Y(1-32)	3
QIQ90929.1	3.2.1.4|3.2.1.6	GH8(26-344)	GH8_e0	GH8	Y(1-23)	3
QIQ93914.1	2.4.1.5|2.4.1.-|2.4.1.140	GH70(281-1101)	GH70_e0	GH70	Y(1-40)	3
QIR91488.1	-	AA10(26-214)	AA10_e16+CBM5_e52	AA10+CBM5	Y(1-26)	3
QIU93474.1	3.2.1.11	GH66(41-586)	GH66_e8	GH66	Y(1-22)	3
QIU93949.1	3.2.1.8	GH10(461-722)	CBM4_e6+CBM4_e6+GH10_e5	CBM0+CBM4+GH10	Y(1-24)	3
QIX41805.1	-	GH108(7-90)	GH108_e0	GH108	N	3
QIX74848.1	3.2.1.96	GH85(110-425)+CBM32(798-913)	GH85_e0+CBM32_e223	CBM32+GH85	Y(1-27)	3
QJC87356.1	-	GH126(45-351)	GH126_e0	GH126	Y(1-25)	3
QJD19726.1	2.4.1.-	GT101(31-252)	GT101_e0	GT101	N	3
QJD96997.1	3.2.1.23	GH147(23-835)	GH147_e0	GH147	Y(1-35)	3
QJE98555.1	-	PL4(2-565)	PL4_e9	PL4	N	3
QJG85379.1	-	GT25(6-191)	GT25_e92	GT25	N	3
QJJ37506.1	3.2.1.28	GH37(62-536)	GH37_e6	GH37	Y(1-35)	3
QJJ77753.1	3.2.1.-|4.2.2.18	GH91(4-449)	GH91_e0	GH91	N	3
QJR54339.1	3.2.1.18	CBM93(24-173)+GH33(194-530)	GH33_e121	GH33	Y(1-24)	3
QJR65513.1	3.2.1.23|-	GH35(32-344)	GH35_e43+CBM32_e42	CBM32+GH35	Y(1-44)	3
QJR66519.1	3.2.1.1	GH13_36(83-539)	GH13_e47	CBM58+GH13_36	Y(1-24)	3
QJR74371.1	3.2.1.185	GH146(46-560)	GH146_e0	GH146	N	3
QJR74745.1	3.2.1.173	GH138(2-872)	GH138_e0	GH138	N	3
QJT04734.1	3.2.1.113|-	CBM32(91-203)+GH92(601-1130)	CBM32_e232+GH92_e1+CBM32_e90	CBM32+GH92	Y(1-23)	3
QJW35517.1	4.2.2.14|-	PL31(77-254)	PL31_e0+CBM5_e12	CBM5+PL31	N	3
QJY35927.1	-	PL6(72-458)	PL6_e1	PL6	Y(1-26)	3
QJZ75743.1	3.2.1.185	GH127(12-560)	GH127_e0	GH127	N	3
QKA75704.1	-	GH24(28-167)	GH24_e98	GH24	N	3
QKB51727.1	2.4.1.58	GT8(26-277)	GT8_e109	GT8	N	3
QKB58049.1	4.2.2.n1	GH23(299-448)	GH23_e225	GH23	N	3
QKD62247.1	3.2.1.59|-	GH71(21-411)+CBM24(456-530)+CBM24(555-630)	GH71_e11+CBM24_e1+CBM24_e1	CBM24+GH71	Y(1-17)	3
QKD62931.1	3.2.1.31	GH79(41-418)	GH79_e20	GH79	Y(1-35)	3
QKG23153.1	-	PL31(104-288)	PL31_e9	PL31	N	3
QKH27989.1	N	CBM92(68-177)	N	N	Y(1-40)	1
QKH85954.1	3.2.1.22	GH27(219-468)	GH27_e2	GH27	Y(1-25)	3
QKJ29039.1	3.2.1.-	GH139(6-452)+GH139(484-795)	GH139_e0	GH139	Y(1-22)	3
QKK33547.1	3.2.1.-|4.2.2.18	GH91(4-447)	GH91_e0	GH91	N	3
QKN65389.1	4.2.2.24	PL26(1-821)	PL26_e0	PL26	N	3
QKQ21368.1	-	GH170(1-350)	GH170_e6	GH170	N	3
QKS53657.1	3.2.1.141|3.2.1.1|-	GH13_10(665-982)+GH77(1325-1848)	CBM48_e0+GH13_e120+GH77_e28	CBM48+GH13_10+GH77	N	3
QKW22361.1	3.2.1.65|3.2.1.64|-	GH32(53-365)+CBM38(534-656)	GH32_e117+CBM38_e13	CBM38+GH32	Y(1-45)	3
QKW45694.1	3.2.1.21|-	CBM11(66-229)+GH3(429-670)	CBM11_e0+GH3_e161	CBM11+GH3	Y(1-42)	3
QKX64794.1	-	GH131(1-169)	GH131_e1	N	N	2
QKX66793.1	3.2.1.96	GH85(102-423)+CBM32(785-909)	GH85_e0+CBM32_e223	CBM32+GH85	N	3
QKY08994.1	-	GH15(234-598)	GH15_e57	GH15	N	3
QLB59834.1	-	GH104(12-147)	GH104_e3	N	N	2
QLD25810.1	N	GH184(77-191)	N	GH184	Y(1-20)	2
QLE71628.1	-	GH113(52-350)	GH113_e16	GH113	Y(1-27)	3
QLF50418.1	-	GH164(22-688)	GH164_e0	GH164	N	3
QLG28823.1	4.2.2.2	PL2(10-493)	PL2_e0	PL2	N	3
QLH80475.1	N	PL25(34-393)	N	PL25	N	2
QLI69755.1	-	CBM87(33-248)+CE18(249-616)	CBM87_e1+CE18_e1	CBM87+CE18	Y(1-44)	3
QLJ44491.1	3.2.1.4|3.2.1.6	GH8(26-344)	GH8_e0	GH8	Y(1-23)	3
QLK91734.1	3.2.1.14|3.2.1.-	GH18(319-779)	GH18_e224	CBM5+GH18	Y(1-31)	3
QLL23321.1	3.5.1.89	CE14(11-151)	CE14_e2	CE14	N	3
QLL35025.1	3.2.1.14	GH18(26-257)+CBM19(438-477)	GH18_e348+CBM19_e0	CBM19+GH18	N	3
QLN98299.1	2.4.1.56|2.4.1.289|2.4.99.-|-	GT99(4-378)	GT99_e0+GT2+GT4_e895	GT2+GT4+GT99	N	3
QLS23367.1	2.4.1.18	CBM48(124-211)+GH13_9(274-574)	CBM48_e2+CBM48_e2+GH13_e200	CBM48+GH13_9	N	3
QLT91064.1	-	PL38(47-325)	PL38_e0	PL38	N	3
QLW42163.1	3.5.1.25	CE9(5-376)	CE9_e0	CE9	N	3
QMT45719.1	2.4.1.289|2.4.1.56|2.4.99.-|-	GT2(10-135)+GT102(418-662)+GT103(710-919)	GT2+GT102_e8+GT103_e0	GT102+GT103+GT2	N	3
QMV09969.1	-	GH95(9-713)	GH95_e12	GH95	N	3
QMV11479.1	3.2.1.4|3.2.1.91|3.2.1.-|3.2.1.73|3.2.1.8	CBM4(34-154)+GH9(275-739)	CBM4_e0+GH9_e1	CBM4+GH9	Y(1-30)	3
QMV20157.1	-	PL4(121-627)	PL4_e9	PL4	N	3
QMV71032.1	3.2.1.23	GH147(8-829)	GH147_e0	GH147	N	3
QMV85773.1	2.4.1.109	GT39(39-295)	GT39_e0	GT39	N	3
QMW04139.1	-	CE14(6-111)	CE14_e10	CE14	N	3
QMW25504.1	3.5.1.-	CBM87(143-359)+CE18(360-724)	CBM87_e0+CE18_e0	CBM87+CE18	N	3
QMW26080.1	1.6.5.6	AA6(4-198)	AA6_e0	AA6	N	3
QMW32887.1	3.2.1.171	GH28(68-377)	GH28_e27	GH28	Y(1-22)	3
QMW33393.1	-	CBM24(290-364)+CBM24(383-459)	CBM24_e1+CBM24_e1	CBM24+GH71	N	3
QMW36991.1	-	GT91(28-449)	GT91_e6	GT91	N	3
QMW43910.1	1.1.99.18	AA8(85-275)+AA3_1(303-843)	AA8_e5+AA3_e46	AA3_1+AA8	N	3
QMW89253.1	4.2.2.7	PL13(7-376)	PL13_e0	PL13	N	3
QMW91315.1	-	PL9(37-305)	PL9_e2	PL9	Y(1-31)	3
QNA45704.1	3.2.1.40	GH78(183-668)	GH78_e1	GH78	N	3
QNE34595.1	-	GH130_3(65-245)	GH130_e31	GH130	N	3
QNF26540.1	3.2.1.41	CBM68(6-96)+GH13_14(259-566)	CBM68_e0+CBM48_e46+GH13_e94	CBM48+CBM68+GH13_14	N	3
QNF28763.1	3.2.1.80|3.2.1.65|3.2.1.26|3.2.1.153|3.2.1.64|2.4.1.99	GH32(20-336)	GH32_e16	GH32	N	3
QNF34774.1	3.1.1.-|3.1.1.72	CE15(80-507)	CE15_e14	CE15	Y(1-19)	3
QNG12477.1	2.4.1.-	GT50(133-393)	GT50_e0	GT50	N	3
QNI14821.1	N	GH178(17-326)	N	GH178	N	2
QNI69947.1	-	GH116(447-821)	GH116_e8	GH116	N	3
QNI71248.1	-	PL33_2(10-127)	PL33_e1	PL33	N	3
QNL39999.1	3.2.1.55	GH43(48-343)	GH43_e30	GH43	Y(1-24)	3
QNM90313.1	-	GH102(129-280)	GH102_e11	GH102	N	3
QNN40518.1	-	GH159(32-251)	GH159_e7	GH159	Y(1-19)	3
QNO18371.1	2.4.1.19|3.2.1.133|2.4.1.-|3.2.1.1	GH13_2(96-410)+CBM20(629-722)	GH13_e167+CBM20_e0	CBM20+GH13_2	Y(1-40)	3
QNP96663.1	-	CBM21(663-770)	CBM21_e15	CBM21	N	3
QNR55964.1	3.2.1.55|3.2.1.-	GH62(28-298)	GH62_e0	GH62	Y(1-26)	3
QNR66485.1	2.4.1.97	GH161(1-1075)	GH161_e0	GH161	N	3
QNT67888.1	3.2.1.185|3.2.1.-	GH143(2-551)+GH142(615-1112)	GH143_e0+GH142_e0	GH142+GH143	N	3
QNU68137.1	3.2.1.4|3.2.1.-|-	GH9(71-549)+CBM3(576-664)+CBM3(755-831)	GH9_e17+CBM3_e1+CBM3_e3	CBM3+GH9	Y(1-41)	3
QOC28690.1	-	GH43_10(65-352)+CBM22(424-545)+CBM91(591-804)	GH43_e148+CBM22_e16+CBM91_e32	CBM22+GH43_10	Y(1-41)	3
QOD44473.1	-	GT94(56-339)	GT94_e10	GT94	N	3
QOD62321.1	-	PL29(68-399)	PL29_e10	PL29	Y(1-24)	3
QOH62085.1	3.2.1.55|3.2.1.8|3.2.1.-|3.2.1.37	GH43_16(38-359)+CBM36(382-507)+CBM36(520-633)	GH43_e261+CBM6_e6+CBM36_e0	CBM36+CBM6+GH43_16	Y(1-27)	3
QOJ56371.1	N	GH163(239-504)	N	N	N	1
QOP50440.1	-	GH59(18-720)	GH59_e0	GH59	N	3
QOS78174.1	3.2.1.-|3.2.1.63	GH95(2-758)	GH95_e1	GH95	N	3
QOT10772.1	-	CE2(124-321)	CE2_e15	CE2	N	3
QOU74174.1	-	PL21(561-636)	PL21_e2	PL21	Y(1-28)	3
QOV45089.1	3.1.1.72	CE7(3-319)	CE7_e23	CE7	N	3
QPA80320.1	-	GT108(22-309)	GT108_e5	GT108	N	3
QPB75694.1	3.2.1.4|3.2.1.-	GH5_4(71-349)+CBM80(537-615)	GH5_e196	CBM80+GH5_4	Y(1-31)	3
QPB75698.1	3.2.1.4|3.2.1.-	GH5_4(112-396)+CBM78(459-587)	GH5_e215	CBM78+GH5_4	Y(1-33)	3
QPC63584.1	N	CE16(31-291)	N	CE0	Y(1-18)	2
QPE04824.1	-	GH180(56-215)	GH39_e93	GH39	N	3
QPG95287.1	-	GH140(5-399)	GH140_e10	GH140	N	3
QPI52214.1	-	PL15(434-584)	PL15_e9	PL15	N	3
QPK15542.1	2.4.1.-	GT26(65-234)	GT26_e141	GT26	N	3
QPL04639.1	3.2.1.11|3.2.1.95	GH49(63-638)	GH49_e1	GH49	Y(1-36)	3
QPL44721.1	3.5.1.108	CE11(4-275)	CE11_e22	CE11	N	3
QPM05075.1	3.5.1.89	CE14(10-149)	CE14_e2	CE14	N	3
QPR43389.1	-	GH79(35-395)	GH79_e24	GH79	N	3
QQA07676.1	3.2.1.67	GH28(85-482)	GH28_e64	GH28	Y(1-29)	3
QQC46823.1	-	GH25(49-230)	GH25_e209	GH25	Y(1-41)	3
QQD72797.1	2.4.1.333|2.4.1.-|-	GT84(1313-1526)+GH94(1768-2852)	GT84_e1+GH94_e9+GH94_e1	GH0+GH94+GT84	N	3
QQF62462.1	3.2.1.4|3.2.1.78|3.2.1.132	GH5_2(52-290)+CBM3(357-437)	GH5_e251+CBM3_e18	CBM3+GH5_2	Y(1-30)	3
QQJ14248.1	-	GH23(48-170)	GH23_e85	GH23	Y(1-26)	3
QQK66226.1	3.2.1.55|-	GH43_9(49-320)+CBM91(346-526)	GH43_e194+CBM91_e0	GH43_9	Y(1-28)	3
QQP32468.1	-	GT76(115-380)	GT76_e16	GT76	N	3
QQQ02782.1	-	PL42(60-365)	PL42_e17	PL42	Y(1-30)	3
QQQ66023.1	-	GH16_3(36-302)+CBM56(532-608)+CBM6(656-783)	GH16_e145+CBM56_e1+CBM6_e22	CBM6+GH16_3	Y(1-30)	3
QQQ72536.1	3.2.1.49	GH109(39-455)	GH109_e1	GH109	Y(1-33)	3
QQR02694.1	-	PL22(33-147)+PL22_2(173-350)	PL22_e2+PL22_e2	PL22	N	3
QQR15368.1	-	GH120(264-353)	GH120_e1+GH120_e1	GH120	N	3
QQT34654.1	3.2.1.-	GH125(62-460)	GH125_e1	GH125	Y(1-26)	3
QQV02622.1	-	GH13_10(383-545)	CBM48_e54+GH13_e156	CBM48+GH13	N	3
QQW45107.1	3.2.1.4|3.2.1.6	GH8(25-343)	GH8_e0	GH8	Y(1-22)	3
QQY16273.1	-	GT39(14-282)	GT39_e33	GT39	N	3
QQY26898.1	-	GH173(97-365)+CBM32(1152-1273)	GH173_e5+CBM32_e119	CBM32	Y(1-40)	3
QQY37751.1	4.2.2.-	PL27(63-683)	PL27_e0	PL27	Y(1-25)	3
QQZ60411.1	3.2.1.98|3.2.1.1|3.2.1.-|3.2.1.2|3.2.1.60	GH13_19(104-481)+CBM26(707-780)+CBM74(1296-1580)	GH13_e62+CBM26_e7+CBM25_e6+CBM25_e8+CBM74_e1	CBM25+CBM26+CBM74+GH13_19	Y(1-33)	3
QRA12670.1	-	GH102(213-320)	GH102_e37	GH102	Y(1-26)	3
QRD03689.1	-	GH131(20-279)	GH131_e0	GH131	Y(1-16)	3
QRD73220.1	-	GH89(70-760)	GH89_e0	GH89	Y(1-32)	3
QRD93627.1	-	AA7(37-274)	AA7_e2	AA7	N	3
QRE13524.1	-	GH171(71-434)	GH171_e3	GH171	Y(1-23)	3
QRE72378.1	-	AA5(5-624)+CBM42(609-699)	AA5_e0+CBM42_e18+CBM42_e18	AA5+CBM42	Y(1-35)	3
QRF02279.1	3.2.1.59	GH87(503-1437)	CBM32_e178+CBM32_e178+GH87_e0	CBM32+GH87	Y(1-44)	3
QRG82658.1	2.4.1.-	GT56(69-321)	GT56_e0	GT0	N	3
QRM49528.1	4.2.2.3	PL41(52-339)	PL41_e1	PL41	Y(1-38)	3
QRP88912.1	-	GH142(38-525)	GH142_e5	GH142	N	3
QRQ48836.1	3.2.1.31|3.2.1.185	GH137(23-371)+GH2(377-815)+CBM57(1089-1251)+CBM97(1302-1427)	GH137_e0+GH2_e99+CBM57_e0	CBM57+GH137+GH2	Y(1-21)	3
QRQ56254.1	4.2.2.7	PL13(23-392)	PL13_e0	PL13	Y(1-23)	3
QRR13309.1	3.2.1.14|3.2.1.-|-	GH18(192-587)+CBM73(823-874)+CBM73(912-963)	GH18_e428+CBM73_e1+CBM73_e1	CBM73+GH18	Y(1-46)	3
QRR16013.1	N	GH176(282-678)	N	GH0	N	2
QRW08237.1	-	CE16(23-309)	CE16_e8	CE16	Y(1-18)	3
QRW11563.1	-	AA3_2(31-608)	AA3_e44	AA3	Y(1-20)	3
QRW19984.1	-	GH131(20-251)	GH131_e6+CBM1_e41	CBM1+GH131	Y(1-18)	3
QRW22692.1	-	GH18(741-1080)	GH18_e53+CBM5_e58	CBM5+GH18	N	3
QRW27390.1	1.1.3.-	AA7(54-490)	AA7_e4	AA7	Y(1-57)	3
QRY95624.1	3.2.1.-	GH10(44-366)	GH10_e63	GH10	N	3
QSB16730.1	3.2.1.-|3.2.1.4|-	CBM2(38-137)+GH5_4(190-467)+CBM46(497-583)	CBM2_e99+GH5_e262+CBM46_e0	CBM2+CBM46+GH5_4	Y(1-35)	3
QSB29178.1	-	GH16(56-303)	GH16_e209	GH16	Y(1-30)	3
QSD61879.1	-	GH25(81-284)	GH25_e80	GH25	Y(1-26)	3
QSE64248.1	3.2.1.8	GH11(57-264)	GH11_e20	GH11	Y(1-31)	3
QSE95540.1	N	GH183(203-504)	N	GH183	Y(1-26)	2
QSF47310.1	-	CBM56(23-119)+GH64(145-361)	CBM56_e3+GH64_e6	CBM56+GH64	Y(1-29)	3
QSG92273.1	3.2.1.122	GH4(9-185)	GH4_e4	GH4	N	3
QSH30952.1	3.5.1.108	CE11(4-276)	CE11_e22	CE11	N	3
QSL59147.1	3.2.1.52	GH3(60-283)	GH3_e78	GH3	N	3
QSL93426.1	2.4.1.-|3.2.1.-	GH39(93-400)	GH39_e0	GH39	Y(1-31)	3
QSM91495.1	2.4.2.-	GT89(11-644)	GT89_e0	GT89	N	3
QSQ17588.1	-	PL10_3(137-396)	PL10_e12	PL10	Y(1-29)	3
QSQ21735.1	-	GH71(128-490)	GH71_e5	GH71	Y(1-25)	3
QSQ60600.1	2.4.1.-	GT26(70-233)	GT26_e24	GT26	N	3
QSS15540.1	2.4.1.56|2.4.1.289|2.4.99.-|-	GT99(4-378)	GT99_e0+GT2+GT4_e895	GT2+GT4+GT99	N	3
QSV55184.1	3.2.1.26	GH100(10-459)	GH100_e2	GH100	N	3
QSX09587.1	-	PL9_2(180-504)	PL9_e15	GH160	Y(1-28)	3
QSZ14161.1	3.2.1.97|3.2.1.35|3.2.1.52	GH101(347-1088)+CBM32(1554-1687)	GH101_e0+CBM32_e206	CBM32+GH101	Y(1-30)	3
QSZ18214.1	3.2.1.22	GH36(38-714)	GH36_e2	GH36	N	3
QSZ23125.1	3.2.1.-|4.2.2.18	GH91(4-447)	GH91_e0	GH91	N	3
QTB21177.1	-	GH126(40-344)	GH126_e0	GH126	Y(1-30)	3
QTD39367.1	3.2.1.111	GH29(16-386)	GH29_e7	GH29	N	3
QTE46980.1	-	GH159(32-249)	GH159_e1	GH159	Y(1-19)	3
QTE63266.1	-	GH138(22-920)	GH138_e1	GH138	Y(1-27)	3
QTF02214.1	-	GH110(79-575)	GH110_e0	GH110	N	3
QTF61158.1	3.2.1.49	GH109(32-437)	GH109_e1	GH109	N	3
